age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country
34,6,419691,13,2,3,2,1,7298,0,54,0
32,1,116055,9,0,8,3,0,2977,0,35,0
25,1,197871,13,0,6,1,1,0,0,50,0
18,1,200603,9,0,8,4,0,0,0,30,0
50,1,36480,9,2,6,2,1,0,0,40,0
55,1,223127,5,2,5,2,1,0,0,40,0
26,1,282643,9,0,8,0,0,0,0,40,0
70,1,89787,9,2,1,2,1,0,0,20,0
26,1,131401,13,0,6,1,0,0,0,40,0
52,1,101752,11,2,9,2,1,0,0,56,0
38,1,292307,13,5,4,1,1,0,0,40,34
26,5,46097,13,2,1,2,1,0,0,40,0
63,1,130968,5,1,9,1,1,0,0,50,0
27,1,58654,11,4,8,3,0,0,0,40,0
45,2,263982,10,1,1,3,0,0,0,40,0
56,1,244554,6,3,10,3,0,0,0,40,0
19,1,87497,7,0,9,4,1,0,0,10,0
18,1,23940,10,0,7,1,1,0,0,40,0
36,1,66173,12,2,2,5,0,0,0,15,0
29,1,351871,13,0,2,1,1,0,0,50,0
27,5,125442,10,2,6,2,1,0,0,50,0
34,1,226525,9,0,5,1,1,0,0,40,0
37,1,84306,10,2,7,2,1,0,0,40,0
45,5,189890,9,0,8,3,0,0,0,40,0
46,5,213668,7,0,7,1,1,0,0,40,0
53,1,95864,16,2,1,2,1,15024,0,50,8
33,5,152351,10,2,3,2,1,3908,0,40,0
53,1,164299,13,2,8,2,1,0,1887,65,0
17,1,271837,10,0,4,0,1,0,0,16,0
22,1,54164,9,0,7,1,1,14084,0,60,0
29,1,178469,9,0,2,1,0,0,0,40,0
25,1,60726,9,2,9,2,1,0,0,30,0
25,1,186294,9,0,8,1,0,0,0,50,0
30,1,147171,10,2,7,5,0,0,0,40,30
31,1,196125,9,2,12,2,1,0,0,40,0
28,0,49028,9,0,0,1,0,0,0,40,0
30,1,101345,13,0,2,1,0,0,0,40,0
29,1,173851,9,2,4,2,1,0,0,40,0
43,1,288829,11,2,3,2,1,0,1902,42,0
23,1,32950,10,0,12,0,1,0,0,40,0
23,2,278155,13,0,8,0,1,0,0,40,0
24,1,228960,12,0,8,0,0,0,0,40,0
39,1,118429,10,1,2,1,1,0,0,40,0
59,1,59469,13,2,4,2,1,0,0,50,0
46,3,284799,10,2,2,2,1,0,0,60,0
37,5,74194,11,2,6,2,1,0,0,45,0
32,5,100135,13,2,1,5,0,0,0,35,0
32,2,316589,14,2,6,2,1,0,0,40,0
35,4,194404,12,0,5,1,1,0,0,40,0
50,1,301024,13,4,2,1,1,0,0,40,0
44,1,32000,13,2,2,2,1,0,0,45,0
21,1,135267,12,0,1,1,0,0,0,36,0
35,1,509462,13,0,6,1,0,0,0,45,0
33,1,112820,11,2,3,2,1,0,0,40,0
19,1,355313,9,0,10,1,0,0,0,40,0
52,1,35598,9,1,9,3,1,0,0,40,0
35,1,327435,10,4,1,3,0,0,0,45,0
50,1,135339,8,2,2,2,1,0,0,40,33
37,2,157641,10,0,3,1,0,0,0,30,0
31,1,131425,13,2,4,2,1,0,0,40,0
61,1,273803,9,2,4,2,1,0,0,40,0
47,1,47496,9,1,4,1,1,0,0,42,0
42,1,201466,13,2,6,2,1,0,0,45,0
66,0,115880,9,2,0,2,1,0,0,24,0
22,2,262819,10,0,8,1,0,0,0,40,0
23,1,186666,10,0,10,1,1,0,0,40,0
19,0,171578,10,0,0,0,1,0,0,40,0
40,1,144594,9,2,8,2,1,2829,0,40,0
19,1,60890,9,0,4,1,1,0,0,49,0
34,1,268051,10,2,3,4,0,0,0,25,26
19,1,187161,10,0,2,0,0,0,0,25,0
36,1,187167,12,2,2,5,0,0,0,40,0
27,2,431637,15,0,1,1,1,0,0,70,0
36,1,182074,10,1,8,1,1,0,0,45,0
50,1,345450,4,2,4,2,1,0,0,40,0
23,5,212803,13,0,1,1,0,0,0,35,0
23,1,76432,10,0,8,1,0,0,0,40,0
59,4,275236,7,2,2,2,1,0,0,70,0
31,1,150324,7,1,5,1,1,0,0,50,0
59,1,109638,9,2,4,2,1,0,0,40,0
19,0,48393,10,0,0,0,1,0,0,32,0
35,1,202397,13,2,4,2,1,0,0,40,14
18,0,457710,7,0,0,0,1,0,0,16,10
60,4,54553,9,2,4,2,1,0,0,20,0
22,1,237498,9,0,7,0,1,0,0,40,0
36,1,296999,10,1,4,1,0,0,0,37,0
38,1,175972,10,2,7,5,0,0,0,40,0
35,5,211073,10,2,3,2,1,0,0,61,0
33,5,161942,13,0,8,1,0,1055,0,40,0
40,1,163455,10,2,11,2,1,0,0,55,0
51,4,149770,9,1,2,1,0,0,0,44,0
30,1,54334,5,0,2,1,1,0,0,40,0
27,1,162343,13,2,6,2,1,0,0,40,34
46,1,117313,5,4,10,1,0,0,0,40,12
49,3,122066,10,1,2,1,1,0,0,25,0
61,1,198231,9,2,4,2,1,0,0,40,0
28,1,82488,9,1,11,0,0,0,0,40,0
53,6,164195,10,2,11,2,1,4386,0,40,0
37,1,108913,9,0,7,1,1,0,0,40,0
67,0,427422,10,2,0,2,1,2414,0,16,0
25,1,53147,13,0,6,0,1,0,0,50,0
26,5,73392,9,0,12,0,1,0,0,30,0
42,1,175133,10,0,10,3,0,0,0,40,0
34,1,189759,14,0,1,1,1,0,0,40,0
42,1,177989,9,2,4,2,1,0,0,40,0
21,1,149809,12,0,2,0,1,0,0,40,0
27,1,240172,13,5,8,1,1,0,0,40,0
50,1,211319,13,2,6,2,1,7298,0,50,0
21,1,329530,7,2,4,2,1,0,0,40,10
27,1,115831,10,2,7,2,1,0,0,40,0
46,3,170850,9,2,2,2,1,0,0,50,0
76,5,169133,10,3,8,1,0,0,0,30,0
22,1,325033,8,0,3,0,1,0,0,35,0
37,1,162164,9,2,4,2,1,0,0,40,0
47,6,168191,10,2,4,2,1,0,0,40,3
30,1,193246,9,0,3,1,1,0,0,40,0
61,4,503675,10,2,2,2,1,0,0,60,0
40,1,83827,10,1,4,3,0,0,0,40,8
21,1,191497,10,0,2,0,0,0,0,20,0
30,1,109117,11,0,12,0,1,0,0,45,0
43,5,598995,13,1,1,3,0,0,0,42,0
32,1,44392,12,2,12,2,1,0,0,40,0
55,1,102058,13,2,2,2,1,0,0,40,0
41,1,210922,10,2,9,2,1,0,0,55,3
36,1,218490,11,2,2,2,1,0,0,60,0
19,1,115248,10,0,8,1,1,0,0,40,23
43,1,96249,9,2,10,2,1,0,0,42,0
44,1,429832,10,2,6,2,1,0,0,40,0
42,1,193494,9,2,10,2,1,0,0,40,0
28,1,350254,2,0,13,1,0,0,0,40,10
50,5,133963,13,0,1,0,0,0,0,40,0
35,1,180988,10,1,8,3,0,0,0,39,0
53,1,174102,9,2,4,2,1,0,0,40,0
60,1,183162,9,3,10,1,0,0,0,40,0
26,1,342953,9,4,8,3,0,0,0,40,0
24,5,212210,12,0,8,0,0,0,0,20,3
44,1,159960,10,1,8,3,0,0,0,40,0
48,2,176917,10,2,3,2,1,0,0,40,0
46,5,127441,13,2,1,5,0,0,0,40,0
37,1,121228,9,1,10,3,1,0,1726,50,0
43,3,172826,10,2,2,2,1,99999,0,55,0
57,1,96779,3,2,4,2,1,0,0,40,0
28,1,249541,10,2,4,2,1,0,0,40,0
31,1,253354,6,2,2,2,1,0,0,40,0
32,4,114419,11,2,4,2,1,0,0,50,0
61,5,176731,9,2,12,2,1,0,0,40,0
22,1,51136,10,0,11,1,0,0,0,60,0
44,6,259307,13,2,6,2,1,0,0,40,0
33,1,180574,11,0,1,1,0,0,0,40,0
19,1,198668,4,0,7,1,0,0,0,40,0
40,1,68111,9,1,4,1,1,0,0,45,0
64,1,91343,10,3,11,3,0,0,0,40,0
37,1,181705,11,2,4,2,1,0,0,40,0
45,1,252079,14,2,6,2,1,0,0,40,0
52,1,201062,7,4,13,1,0,0,0,18,0
52,1,181755,9,1,8,3,0,0,0,40,0
34,4,96245,9,2,10,2,1,0,0,40,0
22,0,27937,10,0,0,0,1,0,0,36,0
47,5,140644,10,2,3,2,1,0,0,40,0
23,1,138892,9,0,10,0,1,0,0,40,0
58,1,27385,9,2,6,2,1,0,0,60,0
31,1,222130,10,0,8,1,0,0,0,43,0
28,6,526528,10,0,8,3,0,3887,0,40,0
45,1,178215,5,2,10,5,0,0,0,40,0
65,0,244749,9,2,0,2,1,0,0,20,11
28,1,143582,9,5,7,1,0,0,0,40,25
55,1,323887,10,2,6,2,1,15024,0,45,0
36,1,48268,9,2,4,2,1,0,0,40,0
60,0,116961,4,3,0,3,0,0,0,20,0
27,1,95108,13,0,1,1,1,0,0,40,0
58,4,290670,13,2,6,2,1,0,0,55,0
25,0,219987,12,2,0,2,1,0,0,13,0
48,5,145886,13,1,1,3,0,0,0,60,0
44,1,107683,11,2,4,5,0,4386,0,40,0
20,1,132139,6,0,12,0,1,0,0,30,0
46,0,140782,9,4,0,0,0,0,0,36,0
18,1,293227,9,0,7,1,0,0,0,45,0
34,4,195891,13,2,2,2,1,0,0,50,3
36,1,348960,9,0,11,1,1,0,0,50,0
23,1,311376,11,0,8,1,0,0,0,40,0
24,1,213902,4,0,13,0,0,0,0,32,9
59,3,145574,11,2,6,2,1,0,0,40,0
19,0,129586,10,0,0,0,1,0,0,40,0
22,1,496856,10,2,6,5,0,0,0,40,0
20,0,112858,9,0,0,0,1,0,0,2,0
48,1,203576,10,2,4,2,1,0,0,40,0
37,5,108540,9,2,4,2,1,0,0,40,0
54,1,86837,9,2,4,2,1,0,1902,40,0
41,6,185616,9,0,8,1,0,0,1980,40,0
38,1,49020,9,2,4,2,1,0,0,40,0
18,1,165532,8,0,7,0,1,0,0,15,0
33,1,198211,9,2,11,2,1,0,0,40,0
44,1,267717,14,2,1,2,1,0,0,42,0
42,4,183765,13,0,1,1,1,0,0,50,3
26,1,102476,13,2,11,2,1,0,0,40,0
71,1,193530,7,0,13,1,0,0,0,75,0
68,5,177596,6,4,7,1,0,0,0,90,0
50,5,92486,10,2,4,2,1,0,0,40,0
28,1,490332,13,2,1,2,1,3103,0,40,0
41,1,121201,9,2,9,2,1,0,0,40,0
41,2,176663,9,2,8,5,0,0,0,40,0
20,0,293136,10,0,0,0,0,0,0,35,0
52,0,271749,8,0,0,4,1,594,0,40,0
65,1,228182,13,2,1,2,1,0,0,40,0
38,1,108726,9,2,6,2,1,0,0,40,0
52,3,114758,13,2,2,2,1,15024,0,50,0
40,5,233891,9,0,8,3,0,0,0,35,0
33,1,59083,13,2,8,2,1,0,1902,45,0
31,1,147270,10,0,8,0,0,0,0,35,0
49,1,138370,14,5,3,1,1,0,0,40,6
30,4,55912,13,2,2,2,1,0,0,50,0
51,1,194908,9,0,8,1,0,0,0,40,0
38,1,215917,10,2,2,2,1,0,0,40,14
31,1,318647,7,0,4,1,1,0,0,40,0
18,0,343161,7,0,0,0,1,0,0,16,0
36,1,288049,9,2,6,2,1,0,0,45,0
25,1,111243,9,0,2,4,0,0,0,50,0
35,5,123939,9,0,8,1,0,0,0,40,0
56,1,182062,9,2,9,2,1,0,0,48,0
52,1,262579,9,2,12,2,1,0,0,45,0
33,5,267859,10,2,3,2,1,0,0,40,0
47,6,471990,14,2,6,2,1,0,0,40,0
22,1,239954,10,0,8,4,1,0,0,40,0
44,4,115896,11,3,1,3,0,0,0,40,0
18,1,243240,7,0,12,0,1,0,0,15,0
32,1,191777,14,0,8,1,0,0,0,40,0
35,1,155961,9,0,7,0,0,0,0,35,2
32,1,402812,10,2,2,2,1,0,0,48,0
24,0,169624,9,1,0,3,0,0,0,37,0
57,1,47619,12,1,1,1,0,0,0,40,0
40,1,308027,9,3,7,3,0,0,0,40,0
21,2,129345,10,0,3,1,1,0,0,40,0
43,1,177054,9,2,9,2,1,0,0,60,0
23,1,202284,13,0,2,0,1,0,0,20,0
41,1,184583,10,1,7,3,1,0,0,59,0
46,1,357338,13,2,11,2,1,0,0,40,0
30,2,126414,13,5,8,1,1,0,0,40,0
49,4,99335,10,2,2,2,1,0,0,50,0
34,1,107793,9,2,4,2,1,0,0,40,4
48,1,118889,9,2,2,2,1,2885,0,15,0
61,4,168654,9,3,8,3,0,0,0,20,0
43,1,134120,9,1,2,4,0,0,0,46,0
25,1,95691,9,0,7,3,0,0,0,30,31
46,1,188325,10,2,10,2,1,0,0,50,0
58,4,193720,9,1,10,3,1,0,0,20,0
42,1,230959,13,2,8,5,0,0,1887,40,14
35,1,196899,13,0,12,1,0,0,0,50,26
39,5,124685,12,2,8,2,1,0,0,50,0
42,1,282062,5,2,9,2,1,0,0,40,0
23,1,105617,5,0,9,0,1,0,0,40,0
31,1,93106,11,0,8,1,0,0,0,40,0
47,1,230136,9,2,7,2,1,0,0,60,0
26,1,383306,8,2,4,2,1,0,0,40,0
24,1,235722,9,0,7,1,1,0,0,40,0
50,1,139793,10,1,8,3,0,3418,0,38,0
61,1,225970,9,2,11,2,1,0,0,40,0
28,1,173944,14,2,1,2,1,0,0,40,0
40,2,166327,10,1,8,1,0,0,0,35,0
45,1,362883,9,2,4,2,1,5013,0,40,0
45,1,175600,11,1,2,1,1,0,0,50,0
51,1,179646,9,1,8,3,0,0,0,40,0
20,5,188950,10,0,3,0,1,0,0,25,0
60,1,166330,9,2,8,5,0,0,0,40,0
36,1,416745,13,2,1,2,1,0,0,40,0
34,4,152109,9,2,9,2,1,0,0,60,0
45,1,120131,10,2,4,2,1,0,1887,40,0
38,5,169104,13,2,3,2,1,0,0,40,14
40,1,215596,13,5,7,1,1,0,0,40,10
38,1,237943,15,2,1,2,1,0,0,50,0
18,3,147612,9,0,5,0,0,0,0,8,0
48,4,51620,13,4,4,1,1,0,0,50,0
50,4,27539,10,2,5,2,1,7688,0,40,0
61,4,390472,9,2,5,2,1,0,0,40,0
22,0,211968,10,0,0,0,0,0,0,40,24
19,1,213024,8,0,12,0,1,0,0,40,0
41,5,67671,14,2,1,2,1,0,0,50,0
41,1,183850,9,1,2,1,1,0,0,50,0
41,1,150011,13,0,7,0,0,0,0,40,0
17,1,120068,7,0,12,0,1,0,0,17,0
37,4,24106,9,2,11,2,1,0,0,30,0
24,2,506329,10,0,8,0,1,0,0,40,3
65,0,76131,9,0,0,3,0,0,0,40,0
19,1,166153,10,0,7,0,0,0,0,30,0
55,1,200217,6,2,4,2,1,0,0,40,0
18,1,205004,10,0,7,0,1,0,0,26,0
59,1,159048,9,1,7,1,0,0,0,40,0
46,1,141483,9,2,2,5,0,0,0,40,0
54,1,111469,10,1,6,1,0,0,0,40,0
37,1,196434,10,2,2,2,1,0,0,40,0
27,1,167737,10,0,12,1,1,0,0,48,0
27,1,321896,9,0,7,1,1,0,0,40,0
36,1,41624,6,2,4,2,1,0,0,70,10
31,1,182237,6,4,9,3,1,0,0,40,0
36,4,285020,9,2,4,2,1,2885,0,40,0
39,1,210991,9,2,4,2,1,0,0,40,0
51,1,94081,9,0,4,1,1,0,0,40,0
64,3,80333,9,2,6,2,1,0,0,40,0
36,1,138441,12,2,11,2,1,0,0,55,0
42,1,212894,14,2,1,2,1,0,0,23,0
27,1,181291,9,0,8,0,0,0,0,35,7
43,1,475322,10,2,9,2,1,0,0,50,0
61,1,190955,13,2,6,2,1,7688,0,40,0
42,1,385591,9,2,6,2,1,0,0,50,0
25,1,216741,13,0,2,1,0,0,0,45,0
31,1,149507,8,2,4,2,1,0,0,43,0
40,3,37869,9,2,6,2,1,0,0,50,0
27,1,285897,9,2,1,2,1,0,1848,45,0
55,1,237428,10,1,6,1,1,0,1504,40,0
20,1,199698,5,0,9,3,1,0,0,35,0
77,5,181974,4,3,8,1,0,0,0,40,0
49,1,186172,9,2,4,2,1,7688,0,45,0
38,1,383239,6,2,4,2,1,3103,0,40,0
48,3,275100,9,2,6,2,1,0,0,70,35
57,1,175942,10,2,6,2,1,0,0,50,0
30,1,158420,13,0,10,1,1,0,0,25,0
50,1,204447,14,2,6,2,1,15024,0,65,0
30,1,101135,13,0,6,1,0,0,0,50,0
71,3,45741,13,2,2,2,1,20051,0,30,0
20,6,147352,9,0,7,1,0,0,0,40,0
36,1,174242,13,0,6,1,1,0,0,60,0
29,1,239632,9,0,8,1,0,0,0,40,0
40,3,175696,9,0,2,1,1,0,0,51,0
32,1,42617,10,1,1,1,0,0,0,30,0
46,2,193047,13,2,1,2,1,0,0,37,0
52,1,195635,9,2,10,2,1,0,2051,38,0
37,1,241153,13,2,1,2,1,15024,0,50,0
33,1,326104,10,2,6,2,1,0,0,50,0
48,1,166929,13,2,8,2,1,0,0,45,3
26,1,33610,9,0,9,0,1,0,0,40,0
57,6,30030,9,2,4,2,1,0,0,40,0
24,1,95552,9,0,11,0,1,0,0,40,0
18,1,198087,9,0,2,0,0,0,0,30,0
48,1,176810,9,2,7,2,1,0,0,40,0
58,1,316235,9,1,2,4,0,0,0,32,0
39,1,505119,14,2,6,2,1,0,0,40,11
31,1,184307,10,1,4,1,1,0,0,40,0
21,0,213366,10,0,0,0,0,0,0,38,0
42,1,257328,9,3,9,3,1,0,0,40,0
25,1,99126,11,2,1,5,0,7688,0,40,0
20,1,398166,7,0,7,0,1,0,0,40,0
22,1,214134,6,0,9,1,1,0,0,84,0
41,1,180572,13,1,1,1,0,0,0,50,0
43,1,284403,12,2,2,2,1,0,0,60,0
42,6,177142,13,0,11,3,1,0,0,40,0
26,1,324854,13,0,1,1,0,0,0,40,0
46,1,188386,9,1,7,0,1,0,0,40,0
23,1,340543,9,4,8,1,0,0,0,40,0
63,1,188999,9,2,4,2,1,0,0,48,0
35,1,105803,10,2,4,2,1,0,0,50,0
20,1,107882,10,0,8,0,0,0,0,20,0
18,1,232082,9,0,10,0,1,0,0,40,0
53,1,154785,9,2,4,2,1,0,0,50,0
54,4,230951,13,2,6,2,1,0,0,40,0
65,1,155632,9,2,12,2,1,0,0,25,0
34,4,581025,5,0,7,0,1,0,0,38,0
26,1,275703,10,2,2,2,1,0,0,40,0
60,0,41517,7,5,0,3,0,0,0,20,0
40,1,132633,10,1,2,3,0,0,1741,40,0
19,1,198668,8,0,4,0,1,0,0,47,0
36,1,52532,9,2,9,2,1,0,0,40,0
38,1,320305,4,2,8,2,1,0,0,40,0
47,2,106466,10,1,4,3,1,0,0,40,0
35,1,267891,9,2,7,5,0,0,0,38,0
57,1,175017,3,2,7,2,1,0,0,40,7
55,1,208019,3,2,10,2,1,0,0,40,10
60,1,187458,4,2,4,2,1,0,0,40,0
42,1,251239,10,2,6,2,1,0,0,40,13
37,5,175979,13,1,1,4,0,0,0,60,0
47,4,53292,12,3,1,3,0,0,0,35,0
21,1,182823,13,0,2,0,1,0,0,30,0
48,1,164984,9,2,1,2,1,0,0,40,0
59,1,199713,9,2,4,2,1,0,0,40,0
28,1,535978,10,2,4,2,1,0,0,40,0
46,5,148995,13,0,1,0,1,4787,0,45,0
42,1,144778,9,2,4,2,1,0,0,50,0
57,1,70720,9,2,7,2,1,0,0,78,0
28,2,175389,12,0,8,0,0,0,0,40,10
29,1,128666,9,2,4,2,1,0,0,40,0
39,1,327435,13,2,1,5,0,0,0,36,0
61,1,231183,9,3,6,1,0,0,0,40,0
30,4,243665,9,2,2,2,1,0,0,50,0
53,1,295896,7,2,4,2,1,0,0,45,0
36,1,290861,7,5,4,1,1,0,0,40,0
48,1,449354,9,2,8,2,1,4386,0,45,0
28,1,181291,13,0,6,1,0,0,1564,50,0
43,1,186188,10,1,6,3,0,0,0,45,24
35,1,215323,11,1,7,3,0,0,0,35,0
31,2,174957,10,2,3,2,1,0,0,50,0
51,1,270194,5,2,9,2,1,0,0,40,0
41,1,111483,9,0,8,0,1,0,0,40,0
57,3,37345,15,2,1,2,1,0,0,36,0
45,1,112283,13,2,2,2,1,0,0,55,0
26,5,213451,10,0,7,0,0,0,0,10,2
27,1,153078,15,0,1,0,1,0,0,40,0
34,1,33117,10,2,7,2,1,0,0,40,0
37,1,96483,12,2,8,4,0,5178,0,38,0
61,1,328881,13,2,1,2,1,0,1902,40,0
17,0,256173,6,0,0,0,0,0,0,15,0
67,3,330144,14,2,2,2,1,0,0,48,0
40,5,163725,13,2,1,2,1,7688,0,40,0
32,1,312667,13,5,6,1,1,2174,0,55,0
50,4,131982,9,2,7,2,1,0,0,60,25
54,1,425804,10,0,6,1,0,0,0,45,0
50,2,45961,13,5,1,1,1,6849,0,40,0
38,1,150057,10,0,1,1,1,0,0,45,0
49,1,192323,9,2,10,2,1,0,0,40,0
47,1,200734,9,4,13,1,0,0,0,50,29
31,1,187203,9,0,2,4,1,0,0,40,0
50,1,177896,16,2,1,2,1,0,0,40,0
32,1,46691,9,0,4,1,0,0,0,40,0
24,4,216889,5,2,4,2,1,0,0,45,0
38,1,100375,15,2,1,2,1,99999,0,60,0
24,1,92609,13,0,6,0,1,0,0,45,0
33,1,170769,16,1,2,1,1,99999,0,60,0
58,5,54947,10,0,1,1,0,0,0,55,0
24,1,293324,9,2,10,2,1,0,0,40,0
22,1,113550,9,0,8,0,0,0,0,40,0
37,1,125550,9,0,11,1,0,14084,0,35,0
43,6,269733,14,2,6,2,1,0,0,40,0
44,5,24982,10,2,6,2,1,0,0,40,0
23,1,126540,6,2,12,2,1,0,0,40,0
33,2,171151,9,0,8,1,0,0,0,40,0
45,3,179030,13,2,7,4,0,0,0,35,25
36,2,89508,15,0,1,1,1,0,0,40,0
74,1,192290,6,2,8,2,1,0,0,20,0
27,5,170504,13,0,9,1,0,0,0,40,0
79,6,62176,16,3,6,1,1,0,0,6,0
31,1,300497,10,1,6,3,1,0,0,40,0
24,1,88926,9,0,11,1,1,0,0,45,0
31,1,213643,9,2,2,2,1,3908,0,40,0
31,1,309974,13,4,2,0,0,0,0,40,0
19,1,258470,9,0,12,1,1,0,0,40,0
40,2,199381,14,2,1,5,0,15024,0,37,0
25,1,130513,12,0,2,0,0,0,0,40,19
18,1,31983,8,0,8,0,0,0,0,20,0
21,0,355686,9,0,0,0,0,0,0,10,0
20,1,119215,10,0,9,0,1,0,0,40,0
39,5,153976,14,2,1,2,1,0,0,40,0
40,1,173001,10,2,11,0,0,0,1902,40,0
23,1,352207,11,0,7,0,1,0,0,20,0
57,5,173242,13,1,1,1,0,0,0,35,0
20,0,180052,10,0,0,0,1,0,0,40,0
43,1,108945,10,0,6,1,0,0,0,50,0
19,0,217769,10,0,0,0,0,594,0,10,0
63,1,236338,9,2,2,5,0,0,0,35,0
29,1,209472,9,2,10,2,1,0,0,38,0
66,1,169435,9,3,4,1,1,0,0,16,0
41,1,338740,13,2,4,2,1,0,0,50,0
66,1,313255,10,2,2,2,1,0,0,24,0
71,1,235079,1,3,4,3,1,0,0,10,0
45,1,234699,9,5,7,3,0,0,0,60,0
38,1,498785,9,2,12,2,1,0,0,40,0
60,1,39952,5,2,10,2,1,2228,0,37,0
37,1,208391,10,2,9,2,1,0,0,40,0
35,1,29145,11,0,9,1,1,0,0,40,0
36,5,180805,9,0,9,1,1,0,0,40,0
48,1,193188,11,2,4,2,1,0,0,40,0
27,0,96219,9,4,0,3,0,0,0,50,0
35,1,180419,9,0,10,1,1,0,0,40,0
23,1,150463,9,0,13,3,0,0,0,40,1
31,1,186144,4,0,10,1,0,0,0,40,10
45,1,275517,9,1,4,3,0,0,0,40,0
55,4,41938,13,2,1,5,0,0,0,8,0
17,1,298605,7,0,8,0,0,0,0,15,0
27,4,164725,9,2,7,5,0,3464,0,35,0
25,5,197728,13,0,6,1,0,0,0,20,0
22,1,218343,9,0,7,0,0,0,0,40,0
51,1,302579,9,1,7,4,0,0,0,30,0
21,1,147655,9,0,7,0,0,0,0,35,0
59,1,99131,9,2,8,5,0,0,0,40,0
46,1,155489,12,2,4,2,1,0,0,44,0
41,3,149102,13,2,6,2,1,0,0,35,0
29,1,95423,9,6,9,2,1,0,0,80,0
30,1,156763,9,0,6,0,1,0,0,40,0
22,1,384787,5,0,2,4,0,0,0,40,10
47,1,149218,9,2,6,2,1,0,0,65,0
49,6,168598,9,2,8,5,0,0,0,40,0
39,4,360814,8,2,4,2,1,0,0,50,0
41,4,134724,11,2,7,5,0,3103,0,40,0
61,0,347089,9,2,0,2,1,0,0,16,0
24,0,151153,10,0,0,1,1,99999,0,50,25
35,6,20469,10,1,6,3,0,0,0,40,14
54,1,221336,9,3,7,3,0,0,0,40,14
22,1,245524,8,0,7,1,1,0,0,35,0
18,1,262118,10,0,8,0,0,0,0,22,4
51,4,121548,13,2,6,2,1,0,0,25,0
42,4,82297,4,2,7,5,0,0,0,50,0
50,1,174655,13,2,4,2,1,0,1887,40,0
40,1,224232,13,2,2,2,1,0,0,40,0
52,1,111192,10,2,10,2,1,0,0,40,0
18,1,127388,7,0,7,0,0,0,0,20,0
44,3,120277,11,2,2,2,1,0,0,45,0
29,1,180115,9,0,11,1,0,0,0,45,0
46,5,207946,14,1,1,3,0,0,0,43,0
26,1,270276,9,0,8,1,0,0,0,40,0
22,1,209034,10,0,7,1,0,0,0,35,0
28,4,200515,10,2,4,2,1,0,0,40,0
58,2,40925,13,2,6,2,1,0,0,40,0
27,1,209801,10,0,8,1,0,0,0,45,3
19,1,82210,9,0,2,1,1,0,0,50,0
30,1,173647,10,1,9,1,1,0,0,40,0
35,1,183892,6,2,4,2,1,0,0,40,0
35,1,403037,9,4,8,3,0,0,0,40,0
40,3,111483,13,0,1,0,1,0,0,40,0
62,1,214288,9,2,10,2,1,0,0,40,0
46,1,212162,3,2,7,2,1,0,0,40,0
36,1,279615,13,1,2,0,0,0,0,40,0
17,1,218124,7,0,2,0,0,0,0,20,0
30,1,75167,13,2,6,2,1,0,0,55,0
20,5,235894,10,0,5,0,1,0,0,40,0
38,5,225605,10,2,1,2,1,0,0,44,0
37,4,198841,7,2,9,2,1,0,0,40,0
42,1,157443,13,2,1,5,0,0,0,27,15
47,6,137917,10,2,8,2,1,0,0,40,0
45,2,101299,16,2,1,2,1,0,0,40,0
44,3,269733,13,2,2,2,1,0,0,30,0
38,0,129150,6,4,0,0,1,0,0,35,0
44,4,246862,9,2,1,5,0,0,0,40,7
30,0,103651,7,2,0,2,1,0,0,35,0
21,1,176356,12,0,8,0,0,0,0,20,0
20,1,126038,10,0,7,0,0,0,0,20,0
32,2,198211,10,0,8,1,1,0,0,38,0
29,2,106334,14,0,6,1,1,0,0,40,3
38,1,191137,6,2,7,2,1,0,0,40,0
21,0,180303,13,0,0,1,1,0,0,25,3
48,1,117251,9,3,8,1,0,0,0,32,0
30,1,187560,13,0,2,1,1,0,0,40,0
50,1,240374,14,2,6,2,1,0,0,50,0
31,5,198770,13,1,1,3,0,0,0,60,0
37,1,490871,7,2,4,2,1,0,0,25,0
41,2,288433,14,0,8,1,0,0,0,40,0
20,1,42279,10,0,7,0,0,0,0,30,0
38,1,199816,9,1,10,0,1,0,0,40,0
50,1,274528,9,1,4,4,1,0,0,40,0
43,3,34218,10,2,6,2,1,0,0,40,0
20,1,438321,9,0,10,1,1,0,0,50,0
18,0,256304,9,0,0,0,0,0,0,30,0
45,1,461725,9,2,12,2,1,0,0,40,0
60,4,88055,10,2,4,2,1,0,0,24,0
57,6,47534,14,1,6,1,0,0,0,60,0
26,0,138685,10,0,0,0,1,0,0,40,0
44,1,116632,14,2,6,2,1,0,0,50,0
34,1,113129,12,2,2,2,1,0,0,38,0
24,1,216469,9,2,10,2,1,0,1579,50,0
28,1,103548,13,2,1,2,1,0,0,40,0
25,1,176729,9,2,4,2,1,0,0,40,0
23,1,73968,10,2,4,2,1,0,0,50,0
60,0,106282,5,3,0,1,0,0,0,40,0
22,5,50065,13,0,1,1,0,0,0,35,0
57,1,225927,6,2,10,2,1,0,0,40,0
38,1,187870,13,2,1,2,1,7298,0,50,0
33,1,154950,13,2,1,2,1,0,0,50,0
53,1,117674,10,2,4,2,1,7298,0,40,0
20,1,102607,9,0,12,0,1,0,0,30,0
33,3,139057,9,2,6,2,1,0,0,84,15
